1,10,810,0,0
2,10,810,1,1
3,10,48,2,0
4,10,598,3,1
5,10,1078,4,0
6,10,325,5,1
7,10,623,6,0
8,10,324,7,1
9,10,296,8,0
10,10,323,9,1
11,10,297,10,0
12,10,322,11,1
13,10,298,12,0
14,10,285,13,1
15,10,299,14,0
16,10,1018,15,1
17,10,256,16,0
18,10,1019,17,1
19,10,1017,18,0
20,10,311,19,1
21,10,1007,20,0
22,10,310,21,1
23,10,1008,22,0
24,10,309,23,1
25,10,312,24,0
26,10,307,25,1
27,10,314,26,0
28,10,268,27,1
29,10,315,28,0
30,10,316,29,0
31,10,267,30,1
32,10,272,31,0
33,10,273,32,0
34,10,266,33,1
35,10,274,34,0
36,10,1033,35,0
37,10,1033,36,1
38,11,1,0,0
39,11,1,1,1
40,11,1078,2,0
41,11,390,3,1
42,11,623,4,0
43,11,389,5,1
44,11,249,6,0
45,11,388,7,1
46,11,250,8,0
47,11,291,9,1
48,11,251,10,0
49,11,290,11,1
50,11,254,12,0
51,11,289,13,1
52,11,260,14,0
53,11,287,15,1
54,11,728,16,0
55,11,737,17,1
56,11,729,18,0
57,11,736,19,1
58,11,730,20,0
59,11,612,21,1
60,11,905,22,0
61,11,611,23,1
62,11,1066,24,0
63,11,383,25,1
64,11,368,26,0
65,11,904,27,1
66,11,731,28,0
67,11,382,29,1
68,11,732,30,0
69,11,735,31,1
70,11,262,32,0
71,11,279,33,1
72,11,263,34,0
73,11,1085,35,1
74,11,1096,36,0
75,11,725,37,1
76,11,1097,38,0
77,11,258,39,1
78,11,1033,40,0
79,11,257,41,1
80,11,266,42,0
81,11,304,43,1
82,11,267,44,0
83,11,1097,45,1
84,11,268,46,0
85,11,1096,47,1
86,11,269,48,0
87,11,276,49,1
88,11,795,50,0
89,11,275,51,1
90,11,607,52,0
91,11,274,53,1
92,11,666,54,0
93,11,273,55,1
94,11,619,56,0
95,11,272,57,1
96,11,1094,58,0
97,11,271,59,1
98,11,270,61,1
99,11,644,62,0
100,11,201,63,1
101,11,670,65,1
102,11,665,66,0
103,11,643,67,1
104,11,645,69,1
105,11,608,70,0
106,11,671,71,1
107,11,200,73,1
108,11,668,74,0
109,11,668,75,1
110,12,1006,0,0
111,12,1006,1,1
112,12,1005,2,0
113,12,609,3,1
114,12,412,4,0
115,12,410,5,1
116,12,451,6,0
117,12,617,7,1
118,12,452,8,0
119,12,99,9,1
120,12,195,10,0
121,12,400,11,1
122,12,1078,12,0
123,12,799,13,1
124,12,361,14,0
125,12,390,15,1
126,12,362,16,0
127,12,389,17,1
128,12,363,18,0
129,12,388,19,1
130,12,364,20,0
131,12,387,21,1
132,12,365,22,0
133,12,386,23,1
134,12,385,24,0
135,12,741,25,1
136,12,738,26,0
137,12,740,27,1
138,12,739,28,0
139,12,616,29,1
140,12,610,30,0
141,12,615,31,1
142,12,611,32,0
143,12,383,33,1
144,12,797,34,0
145,12,904,35,1
146,12,905,36,0
147,12,382,37,1
148,12,1066,38,0
149,12,381,39,1
150,12,368,40,0
151,12,380,41,1
152,12,369,42,0
153,12,379,43,1
154,12,370,44,0
155,12,378,45,1
156,12,371,46,0
157,12,377,47,1
158,12,372,48,0
159,12,376,49,1
160,12,373,50,0
161,12,788,51,1
162,12,374,52,0
163,12,742,53,1
164,12,791,54,0
165,12,792,55,0
166,12,776,56,1
167,12,775,57,0
168,12,790,58,0
169,12,790,59,1
170,14,559,0,0
171,14,559,1,1
172,14,111,2,0
173,14,404,3,1
174,14,799,4,0
175,14,48,5,1
176,14,406,6,0
177,14,403,7,1
178,14,407,8,0
179,14,401,9,1
180,14,408,10,0
181,14,395,11,1
182,14,414,12,0
183,14,825,13,1
184,14,415,14,0
185,14,824,15,1
186,14,814,16,0
187,14,876,17,1
188,14,875,18,0
189,14,849,19,1
190,14,849,20,0
191,14,804,21,1
192,14,805,22,0
193,14,848,23,1
194,14,812,24,0
195,14,847,25,1
196,14,815,26,0
197,14,846,27,1
198,14,816,28,0
199,14,845,29,1
200,14,817,30,0
201,14,844,31,1
202,14,818,32,0
203,14,843,33,1
204,14,819,34,0
205,14,794,35,1
206,14,820,36,0
207,14,840,37,1
208,14,821,38,0
209,14,562,39,1
210,14,793,40,0
211,14,838,41,1
212,14,828,42,0
213,14,563,43,0
214,14,837,44,1
215,14,830,45,0
216,14,831,46,0
217,14,827,47,1
218,14,829,48,0
219,14,841,49,0
220,14,836,50,1
221,14,832,51,0
222,14,833,52,0
223,14,835,53,1
224,14,834,54,0
225,14,811,55,0
226,14,811,56,1
227,15,7,0,0
228,15,7,1,1
229,15,1048,2,0
230,15,986,3,1
231,15,106,4,0
232,15,52,5,1
233,15,454,6,0
234,15,50,7,1
235,15,108,8,0
236,15,3,9,1
237,15,1051,10,0
238,15,404,11,1
239,15,455,12,0
240,15,422,13,1
241,15,456,14,0
242,15,452,15,1
243,15,457,16,0
244,15,451,17,1
245,15,458,18,0
246,15,450,19,1
247,15,459,20,0
248,15,449,21,1
249,15,84,22,0
250,15,83,23,1
251,15,462,24,0
252,15,447,25,1
253,15,463,26,0
254,15,446,27,1
255,15,464,28,0
256,15,445,29,1
257,15,465,30,0
258,15,444,31,1
259,15,466,32,0
260,15,443,33,1
261,15,467,34,0
262,15,442,35,1
263,15,468,36,0
264,15,441,37,1
265,15,469,38,0
266,15,440,39,1
267,15,470,40,0
268,15,439,41,1
269,15,1009,42,0
270,15,438,43,1
271,15,471,44,0
272,15,437,45,1
273,15,1126,46,0
274,15,435,47,1
275,15,474,48,0
276,15,434,49,1
277,15,475,50,0
278,15,433,51,1
279,15,476,52,0
280,15,432,53,1
281,15,477,54,0
282,15,366,55,1
283,15,384,56,0
284,15,430,57,1
285,15,479,58,0
286,15,429,59,1
287,15,480,60,0
